PATCH,/transaction/return,localhost:3000
PATCH,/transaction/return,localhost:3000
PATCH,/transaction/return,localhost:3000
PATCH,/transaction/return,localhost:3000
PATCH,/transaction/return,localhost:3000
PATCH,/transaction/return?transactionId=5,localhost:3000
PATCH,/transaction/return,localhost:3000
PATCH,/transaction/return,localhost:3000
PATCH,/transaction/return,localhost:3000
PATCH,/transaction/return,localhost:3000
PATCH,/transaction/return,localhost:3000
PATCH,/transaction/return,localhost:3000
PATCH,/transaction/return,localhost:3000
PATCH,/transaction/return,localhost:3000
GET,/users?id=5,localhost:3000
GET,/books?title=%20dragon,localhost:3000
GET,/books,localhost:3000
GET,/books?id=39,localhost:3000
GET,/users?name=veeresh,localhost:3000
DELETE,/books?id=42,localhost:3000
POST,/transaction/create,localhost:3000
GET,/books?isbn=25647,localhost:3000
GET,/books?id=39,localhost:3000
GET,/books?title=%20dragon,localhost:3000
POST,/books,localhost:3000
DELETE,/books?id=45,localhost:3000
DELETE,/users?id=5,localhost:3000
DELETE,/users?id=6,localhost:3000
POST,/users,localhost:3000
POST,/users,localhost:3000
POST,/users,localhost:3000
POST,/users,localhost:3000
POST,/users,localhost:3000
POST,/users,localhost:3000
POST,/users,localhost:3000
POST,/users,localhost:3000
GET,/books?isbn=25647,localhost:3000
GET,/books,localhost:3000
GET,/books?title=%20dragon,localhost:3000
GET,/books?id=39,localhost:3000
DELETE,/books?id=45,localhost:3000
GET,/users?name=veeresh,localhost:3000
GET,/users?id=5,localhost:3000
GET,/users?id=9,localhost:3000
GET,/users?id=8,localhost:3000
GET,/users?id=7,localhost:3000
POST,/transaction/create,localhost:3000
POST,/transaction/create,localhost:3000
PATCH,/transaction/return,localhost:3000
POST,/users,localhost:3000
POST,/users,localhost:3000
POST,/users,localhost:3000
POST,/log/create,localhost:3000
POST,/log/create,localhost:3000
POST,/login,localhost:3000
POST,/login,localhost:3000
POST,/login,localhost:3000
POST,/login,localhost:3000
POST,/login,localhost:3000
POST,/login,localhost:3000
POST,/login,localhost:3000
POST,/login,localhost:3000
POST,/login,localhost:3000
POST,/login,localhost:3000
POST,/login,localhost:3000
POST,/login,localhost:3000
POST,/login,localhost:3000
POST,/login,localhost:3000
POST,/login,localhost:3000
POST,/login,localhost:3000
